,RegionName,State,CountyName,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30
705,Harrisonburg,VA,Rockingham County,570.2122094569099,576.3519425993941,562.8103750501139,580.4762458267387,,566.6852173940256,563.6361580569281,573.3088591280551,591.1189992925915,593.3691131080726,598.9827558547793,612.3833023216198,609.6194658998838,608.5520376101264,602.7911103822911,605.389453970447,606.4734515097385,613.1424699443239,618.8028950473226,630.7986700398209,632.922237368402,632.5180420366352,680.9925559534335,715.8963821967994,736.826818003006,685.5110268982672,660.502977637078,653.4252703341743,670.7198817834087,705.7345868364164,806.8649469169171,816.2647654285747,781.2802045829624,741.8923612274838,733.7402209663196,789.4809711729606,770.184945941538,788.5874703584034,779.2671738797483,777.3758866577044,779.1437382300448,773.6524192305505,774.7665449514739,799.1390074099932,799.3101843185098,901.5623755429664,940.5929412419704,978.6925641321808,925.0718397910014,900.7447345348248,895.6092656127505,876.0672179710945,879.7629474089126,890.9757640784729,897.8266536723248,898.9489364040027,906.3143562888328,917.2810952315828,939.8437645904534,943.6332122579372,905.8210918446746,877.1035785889244,876.949191820461,908.4665244631972,936.0195593340364,922.9189044082252,924.1109360756776,924.000552136624,1029.8108693339923,1064.0642280818925,1086.6401529435464,1026.7641492146242,1038.918722256795,980.004914374276,1020.1984725013708,1049.610190967409,1128.074615966658,1136.6958378095735,1067.071210344251,1052.2336239467,923.608320392474,973.3624978549268,1036.0165233618152,1106.7961200280508,1188.8528497923735,1267.1531773194465,1456.4977307044094,1482.5559215137023,1489.1253070606049,1485.5714285714284,1530.7314913573878
716,Rockville,MD,Montgomery County,1936.2354991928976,1931.695649774779,1917.0571760788248,1912.726457766868,1925.5621001771908,1945.859560769488,1951.183625147683,1958.8880922433848,1961.7655769318128,1977.355502884564,1983.172599978007,2001.037364600644,1981.980226231888,1980.8541082270608,1967.569360441057,1994.863256899505,1986.36329160622,1990.953509263756,1960.6307793872245,1937.591245524578,1905.0392855164716,1922.1814101044893,1942.8981283849416,1979.6313550484408,1977.8834081507323,1988.3617029767056,1997.981609514475,2026.3896773028848,2021.8900842617456,2022.3660496275068,1995.470151499836,2003.6334927798,1972.8779120475224,1957.1944989116244,1939.2521887130752,1947.74536511222,1977.95966933334,1997.1711058264111,2010.2672085177371,2013.0214134077385,2026.4766239835903,2041.1663459128156,2055.213937701583,2053.565532278717,2052.189814138317,2048.1692098938865,2041.7551838232253,2020.900053007968,2009.201527803034,2020.3193449721184,2041.3745577523105,2070.8028097889173,2099.292191253432,2118.901657479585,2115.39494902267,2088.493397700046,2055.8043050335928,2029.2214013162,2016.5805809225983,2002.2275510939785,2002.523099446224,1989.5111441624035,1976.7080399564647,1969.353559461641,1980.0264174140336,1992.66205941474,1986.0581261642155,1971.8938779038476,1962.961066154898,1946.710648218977,1932.1402629470315,1935.939539164516,1957.992859334168,1977.6671702766744,2013.187832685575,2058.543146111797,2126.8288838439885,2161.133774041424,2177.266157725944,2185.2845682490893,2192.9383713864795,2218.981727126018,2231.323837367638,2246.39898100588,2267.16778565239,2290.131404688565,2313.498069024514,2333.651613041572,2359.14913727562,2386.80809998418,2366.894951815413
735,Centreville,VA,Fairfax County,1662.4195182169096,1677.5318716422175,1693.04428553785,1693.366042428179,1693.3670775238866,1692.2668469965297,1678.8447891437736,1681.815097161217,1667.0318267855444,1656.4927925462391,1643.4330851983402,1657.211861812909,1673.0791380015755,1682.3660254768197,1695.106142209564,1723.5364595545818,1729.6232774218984,1720.1004259742915,1699.5847315347594,1712.8201689082098,1699.18121737528,1703.9230165811668,1667.6418569336458,1686.722604888672,1691.618354182165,1727.875386984804,1723.404602908765,1730.9320911592392,1723.153368370121,1734.057155710546,1733.2596994457087,1719.9589690571513,1705.0656476071138,1693.988586505981,1710.7274903571374,1729.088790179807,1737.782049028276,1743.3142032504695,1743.0047794124064,1751.0998421732393,1758.3960495890603,1773.1172947060682,1771.4444677138176,1769.54420238628,1758.1944181821232,1763.2938843889715,1763.8439907658876,1768.954654950704,1778.5336014674483,1788.305439460902,1803.1698340241903,1811.0567943471465,1823.4639196318856,1817.753027715402,1819.1797936011965,1819.8468769062897,1817.0754909953,1807.5611616267856,1805.8039485737584,1820.1618119832483,1828.7450868408048,1831.1118125997189,1827.2558515424903,1823.923755315721,1826.4791781428655,1824.9225680568384,1816.895503701228,1807.6248064659555,1804.70567081844,1811.7017136556028,1825.8389321917248,1847.5327338366567,1860.320453418376,1870.6697851557813,1882.5143187487888,1908.8534886146972,1931.9040932550863,1958.5254909399823,1985.1573819680732,1999.9131428294595,1996.1305650067736,1998.97692087754,2009.0856606554469,2014.210132090135,2024.486057652001,2022.318804977834,2069.234241154421,2111.239376585187,2155.541246042704,2176.1346297072105,2138.595240206368
742,Salisbury,MD,Wicomico County,945.3420099981108,949.3592367225924,944.1805030295816,943.1839003858354,932.83571041775,940.417499390736,942.6458480942816,944.862782440256,942.3731835425704,937.27532728194,931.651064948566,929.565578842474,934.6240562474468,958.4496550306674,936.3690035960636,947.280391245296,926.934779819546,975.9501141107436,978.301346686088,992.2727931749138,978.2738357228502,976.33459774968,991.1235586552722,985.9125506988712,993.1344648434176,990.6324252055548,996.0981798289632,996.29473825333,993.394619320653,992.8912935999476,984.327812647986,983.2445137679932,990.6041811233029,1050.5189388733668,1063.5641316099088,1070.1253366698752,1012.6204440319398,1013.4843922761504,1013.3834963274855,1019.8825591861151,1012.4793350627936,1016.7500412115128,1029.0832357024435,1052.5782253972875,1057.5498825636937,1053.6513093014105,1047.1344055601369,1042.4771496293577,1070.6204184721548,1072.7990029787384,1077.536641852702,1060.675316891183,1091.1912957167265,1102.8576931866749,1105.7500347789205,1082.8884714126052,1101.6545917728088,1122.7880521501784,1143.785921136085,1132.367075410483,1130.3502542688425,1122.7089947766467,1149.710329715507,1136.1159505097753,1155.0004708672263,1169.6911737774878,1184.8633567012346,1182.5354331090684,1160.4490641808777,1167.028963305417,1164.0556979430787,1164.8759987222886,1181.4651919539035,1191.3179777787036,1174.5467560415814,1211.6695256508206,1252.7713774882145,1303.3255342750394,,1330.3136867414917,1354.863712752859,1331.6519946764686,1315.747831662133,1330.7389020721566,1350.7474079376357,1372.0073687527174,1390.7215824398745,1403.9969135165322,1417.3221731938818,1406.6666666666667,1418.2256613104996
767,Bel Air,MD,Harford County,1261.6013182380564,1257.0343521499017,1259.812593441876,1268.7588379108809,1273.3427987020284,1274.3025901464025,1274.176480742828,1293.9302977026614,1292.5839085780724,1282.069056520823,1259.383779770469,1261.101130416289,1269.049786848831,1277.0560538472987,1287.2073218873848,1288.6697557957243,1284.1937178184562,1277.350968248032,1278.3418759484914,1288.9694492661486,1272.2755879651847,1260.0728557846492,1248.327863806904,1244.121837974588,1256.534428615891,1268.3351070917888,1290.525367384637,1299.1196557380686,1311.239938645998,1312.5175851485549,1315.562492725035,1303.9284361353389,1305.9014848083389,1298.6689497537798,1306.9754884058077,1334.581203104987,1347.785013216894,1340.117425381619,1308.5726338627114,1314.7808894807222,1327.9604052679877,1343.0494295937751,1338.4541610374283,1345.864782936555,1361.692540892265,1368.9328741992806,1358.5911275419032,1334.8904031623829,1331.6398771713775,1343.7141676156582,1368.712841020612,1372.454051336278,1364.1906780003376,1369.015711778679,1387.8548237706902,1401.9703852095272,1374.07708331276,1363.666711943671,1357.233582250661,1364.006001291369,1358.3283590454269,1357.2084492991653,1368.3992099077032,1367.6085682202245,1368.851254108163,1377.671308402452,1396.5577208065724,1414.3897403309377,1436.574985472565,1429.2138632623848,1415.8863759123235,1408.7411828302452,1426.531904795784,1477.5134975024623,1505.0336616573356,1548.6942700631007,1549.4407381717558,1590.9055251820448,1608.7883602623378,1621.7013409879416,1594.945248282662,1563.2608565887672,1568.7587241091508,1570.433583976278,1595.2157402695616,1613.4135125388352,1621.146274224531,1651.1375286666168,1644.8559738530082,1665.2890211640213,1650.7368056914004
780,Vienna,VA,Fairfax County,2636.420776456838,2641.501933786145,2688.1573536216124,2695.8683991652465,2719.9103657038754,2700.1759280641763,2688.817013340352,2672.51483807478,2642.7538618673607,2661.74972123074,2667.975228499413,2706.4059505499363,2720.591492014506,2717.027952679749,2717.05874007398,2707.791860627497,2723.4974957303684,2726.789639280135,2715.12810936411,2704.273203170916,2728.8919498047503,2716.444346732619,2727.54746857832,2711.5600459689203,2726.3287734296528,2716.9682634686933,2715.647610014361,2730.147710014904,2751.3126059295005,2766.718050447437,2766.711691284002,2746.3543616909533,2728.330034344066,2728.8983305431843,2756.677954778611,2763.877801251959,2750.281769882506,2758.88764469242,2778.156639604389,2817.9056775738723,2830.377880128992,2829.229580967797,2824.299558991275,2823.4487560733824,2831.033851332954,2835.4899208196503,2836.3772467135536,2841.4739067469354,2831.4645108551063,2852.599630317784,2903.804954149969,2953.343216825125,2941.6470998888813,2924.469537059564,2903.525282925224,2908.012587257626,2874.1869226143053,2874.5194881341763,2874.855290079786,2901.5562059683366,2913.7825176083343,2907.5668319939514,2895.1178130401063,2887.2094471999367,2903.557746930931,2902.830265493016,2887.981110352573,2859.0404552984664,2823.184783862561,2796.469601658244,2796.2549910444827,2811.653982244307,2848.6490396104577,2883.297030253931,2930.6649550040515,2989.659464812752,3019.4211943638297,3123.729195441062,3085.9545653647683,3123.4129892124533,3071.502383895351,3117.6794460954698,3124.9069212089307,3131.8510047566483,3125.324484239828,3152.464284575854,3202.125248610324,3290.3847655019767,3314.463919035797,3317.3058608058604,3309.4745990677093
824,Mechanicsville,VA,Hanover County,1128.525826239614,1155.1739438740974,1153.022633378506,1142.1335097732904,1119.322785327273,1133.3182145540316,1135.1285560989952,1130.466933286472,1098.019606170581,1102.862147110155,1113.503543019209,1130.8214563508009,1141.0346730114393,1059.189168398642,1086.2853320879117,1102.2460723179315,1208.1105718499737,1204.2678471880938,1206.4063304232736,1201.3524390216571,1203.328271810862,1201.5778425924402,1205.3774492506368,1306.185364239694,1325.3875840223868,1349.5839976371967,1268.615169218269,1290.128848533947,1301.177816205545,1305.654724607224,1317.6890528286544,1328.539869922973,1323.8703774727849,,1314.7931872111142,1335.315252278821,1336.9689902938308,1363.12405875321,1352.9750539696472,1349.228273714823,1334.3904477455817,1299.1099358615531,,1321.7993298440288,1381.9371922680768,1394.398279874866,1401.5404302870625,1382.897820253845,1389.2796593214766,1384.9152316140144,1406.7403971440322,1404.7099778555817,1404.5240519591175,1422.795520004344,1435.6029327568058,1527.0216376564017,1523.596973860529,1540.4928152584744,1461.3039042419634,1481.9730254375609,1466.1068925353022,1475.7029877184968,1454.9415066604147,1444.544235179354,1435.2229281510197,1434.4320979009938,1471.700725595669,1479.151773724351,1508.6367533040136,1517.8865242529378,1578.021011386793,1594.947394239371,1593.3022227684023,1577.528369850451,1608.6378504763486,1647.3827825643157,1689.054445835338,1680.7254327033988,1686.3363418671074,1697.47853718799,1767.1428025500315,1793.677700393772,1810.18359065894,1776.8615948891088,1790.4609107047652,1832.3400837535607,1893.6410284836184,1923.2521398301133,1912.0467117918752,1893.0,1905.0467405563932
825,Reston,VA,Fairfax County,1824.372761081264,1843.1841680115083,1829.204149106684,1823.2044268083291,1834.2033122678652,1846.915683256904,1843.909577611836,1828.895691554076,1835.3386873615689,1823.182176689016,1821.2683047177911,1815.9114104486137,1835.9684821378896,1846.067616391236,1845.2941056265747,1858.5538292385445,1873.9587757979684,1885.659123433886,1876.0839813210036,1860.3205466275303,1851.3265998025367,1849.3014303608063,1848.6783060035,1852.813316319332,1875.5065930273452,1892.3620450283768,1909.0942185389745,1902.1078903357936,1912.616593906328,1932.9627393689575,1924.525290614276,1901.3196445878607,1879.0744197950196,1887.8915723214948,1906.938152121357,1909.6861952481715,1911.7244877666587,1925.518307172819,1937.6424582157167,1950.3418553968331,1950.2575564529864,1940.8240363112727,1924.015579994536,1931.0707378021048,1927.792457593029,1946.0507645106488,1943.7810174393453,1965.6468101086848,1978.0795960905616,1984.8282464108088,1991.0247880372733,2000.1453980632448,2017.420537123246,2010.805990623051,2006.91324340312,1982.2835929859828,1988.5870140892616,1983.3828877974163,1993.826860734712,1997.7455291081524,2002.963818973896,2003.004267639201,1996.0863881721411,1977.824516952731,1969.9904932947543,1964.3858717819155,1965.296975898521,1958.9668677855052,1946.525436630061,1945.900298465004,1940.6517892148013,1949.6640296419505,1943.358813730532,1969.5331641611149,1992.1529274575405,2039.2799302466824,2071.9399824353395,2115.3339183082107,2136.038993084509,2161.0983954387734,2163.267964050142,2177.538909124884,2158.8000716788374,2174.4911963383174,2168.7670989965063,2198.248692896785,2225.163046555969,2270.3351125602708,2331.7214163140384,2349.027642888512,2359.708904047004
826,Towson,MD,Baltimore County,1385.2545055715586,1438.855791480995,1451.2531597671375,1464.527998869561,1445.5062442281496,1461.9137505318868,1465.023776397704,1461.7314547909984,1429.2856316786538,1420.0306383530874,1422.336107467103,1427.466635911709,1445.3392598248004,1450.2067497762052,1468.99958530984,1460.3679009172358,1467.6475356553133,1454.6928463382596,1403.5387281537794,1405.128130808701,1421.7070546526345,1461.5156100926606,1407.2598259727745,1409.0835601431506,1436.5944738598632,1508.2809107654268,1521.727623757889,1522.353545205361,1518.897257580632,1507.2770375464845,1509.0191009720102,1513.2989516509942,1508.6378741707674,1473.022111415261,1446.283023843265,1450.6283025673174,1465.007171451967,1472.5180590776845,1477.6701523794777,1480.0053486988488,1478.743463517003,1473.7401848015695,1497.9354338935798,1516.545610721296,1524.736977108685,1519.946285680837,1506.25773970396,1503.3091110575986,1498.761901823941,1505.9722245748435,1517.8116507354748,1560.7268373022705,1577.3242321876655,1587.200776021129,1557.7256663689718,1550.34276894368,1546.9144270686843,1546.8580267393977,1550.2247341489651,1565.1673220443706,1560.9549783568668,1555.2017240714392,1541.69747189305,1554.8031089698818,1566.278345149406,1567.4952189042297,1562.11224501013,1552.8073953318956,1570.5324440605186,1582.182928726561,1602.271018060145,1606.4855938619658,1625.2373211144793,1652.6851950363289,1680.0577743160416,1704.542696451649,1739.048817357801,1767.1803191343477,1812.481895341257,1825.7767938497243,1839.9428836078596,1809.8811280400312,1803.1506775087955,1814.2286653158444,1843.450720538439,1866.8466292899584,1877.972115948396,1879.8565161603772,1864.7657459642771,1830.051383801384,1816.435056188768
840,Pasadena,MD,Anne Arundel County,1378.8704684278,1369.8261018105418,1356.576033823601,1371.585370837175,1392.1628771599342,1427.8823376862802,1447.3960524691522,1459.6018089910588,1433.3913329151164,1354.8119052608706,1345.552667575662,1360.8993291135469,1413.0215309642313,1415.4063075986262,1393.5209894753928,1409.0167377262974,1439.017882851336,1458.3276736809753,1469.2243291934633,1449.7527104985145,1452.6558910080705,1403.1430452734876,1402.9420570280902,1412.334515013587,1358.9902394272226,1377.0748256624513,1399.6293992075318,1520.9569001117327,1540.2004145587573,1547.4844207981216,1496.681232465038,1476.241968751426,1481.3060199333008,1525.1031225752877,1546.3920295208975,1559.3232740844091,1578.8416463411522,1576.6758162251433,1569.3973704406276,1562.858068197575,1563.3611958256404,1572.4392273580197,1576.344080763343,1585.461830979387,1578.402655680082,1559.838693508731,1590.4868416747374,1599.005451690058,1637.311953696686,1607.1219467867572,1600.962058038256,1595.3699851968092,1603.890521368535,1623.8995798636188,1632.443399218263,1639.6036573330496,1650.467588970961,1663.7007010457658,1665.393982425483,1640.0786180678722,1635.4350867986825,1635.518450583303,1647.131139862599,1638.9042723209209,1631.090567017162,1761.1003784551876,1808.0161903444696,1879.898586521151,1797.8588913352503,1821.489212642795,1794.1834846673044,1815.957389657876,1793.6496960999486,1827.480756273846,1818.401395518094,1850.5346247930736,1857.6526984865516,1926.1431021372928,2002.227272877964,2019.6936017553123,2004.077444885315,1962.1322042889565,1991.2999326137583,2019.3854025679411,2032.7015133507623,2056.7427218163816,2028.730081969762,2041.9173545283468,2065.5231886793854,2078.083333333333,2088.185647712026
843,Dundalk,MD,Baltimore County,895.5133462882286,913.4532195025008,934.2160780112812,994.718998267776,,981.878508127791,950.7618689520366,953.0558639415984,945.084448792752,975.8700248710132,966.4969235465204,962.3434783527016,936.4079180761272,949.1418576071076,985.6601032350414,1002.2481614146932,1004.1937079532642,977.8838554647156,970.803633890512,974.1100941328252,986.7637924158068,1001.022260869195,1015.2668072970628,1013.3706844344048,1006.366471716917,1002.6328009382285,998.4940710154636,1005.692699758788,991.260345819766,973.695542930465,980.1148031665948,983.8906585918631,1042.0897828852635,1041.4181005919488,1044.950026892899,1015.1371161556654,1011.4115176748928,1024.1389695566352,1025.618625872255,1033.1342739550091,1029.3541329858106,1039.1953000379713,1060.3037600843618,1064.7470203828511,1060.0854999223238,1044.3613687818106,995.094700284558,1010.7601859295252,1024.340757548857,1107.1158263785355,1103.063223664135,1103.8019915944622,1085.4354837133212,1088.4206631930178,1088.2822362196637,1090.363533411756,1088.8568136951017,1095.6633779193398,1099.0693250965028,1083.292025065122,1102.503837888121,1090.6637981247295,1127.36516853935,1116.5888919760512,1137.3637359112977,1122.0550421409453,1140.5342623506378,1136.1011421806984,1160.7317978120277,1144.3056058391287,1144.6077737049804,1143.5317793438412,1178.1198525649615,1204.9045884756251,1217.4597136987409,1217.013518079767,1241.931516819356,1284.5707545549203,1307.2377584551623,1335.012737847692,1289.9155562606245,1268.4715878274476,1263.672709473938,1272.86584303391,1310.0181673282443,1313.1764335850503,1364.6060998144053,1369.4462930460636,1377.6028812438442,1350.9126984126983,1305.3869541585425
892,Chantilly,VA,Fairfax County,1700.5098705561998,1705.4217403578966,1723.2817721342335,1768.2925798585566,1771.1211337462328,1770.9321098471898,1763.9186145115225,1755.0767977537062,1736.756780649514,,1772.3931498007464,1790.0786965353384,1782.6339500464646,1790.734937184498,1781.5793317634318,1771.38346461964,1785.309725759035,1730.432166882077,1744.7152366607268,1734.2176408328428,1812.5375043402964,1798.1356722188248,1817.5253041135632,1814.3048532799564,1837.022098314291,1844.375849041614,1857.0212740858944,1972.292607751928,1952.785049554505,1976.5726897041284,1880.8151098531123,1900.3591366161677,1878.6287536079271,1869.994405617781,1897.634646276333,1888.8956415518755,1902.5751113302945,1902.6297091045185,1951.2165079868737,1967.038386143222,1973.8522617983351,1971.1204365681167,1971.2360242709592,1935.377878366702,1937.080020423608,1923.9880404520609,1996.0609586726744,2014.0099233030755,2051.6731160842646,1994.409218780017,1995.5333057121168,1999.860159968635,2018.1264390786464,2018.1228695197703,1956.2039671645905,1966.43239349498,1939.8544380756184,1995.7671768130251,2005.3296277549332,2056.033375173301,2033.314984901134,2049.4625314159607,2043.4683286506288,2081.6017759460137,2085.590150985893,2110.853566375954,2129.2141435610456,2226.5605978551225,2235.683615429285,2188.995540750348,2119.842203862844,2106.936125717168,2159.757070264148,2113.1749375023905,2269.339421259901,2330.7302057824245,2399.6787104284667,2330.031412111084,2347.910625734359,2700.344993954672,2806.6013916728225,2872.869630990478,2720.310983120052,2706.100161146496,2710.4615714755146,2690.15372437621,2759.007132756899,2864.778119205605,2898.591015436806,2868.7275132275136,2898.2180354182133
902,Annandale,VA,Fairfax County,1529.2800426108415,1532.838878882486,1542.4744138214055,1559.391072424242,1527.3795769031374,1571.300126472485,1574.206724071027,1599.0471452375707,1571.0099150400372,1581.7545747315585,1567.8484951553032,1562.0220536864313,1562.1409794827475,1588.0469792206995,1611.3108949088191,1622.7274009880832,1626.87239449332,1606.1854170719548,1578.3108609745432,1578.238993172732,1669.3636900041977,1699.553022535776,1707.5303194481266,1632.007158075134,1646.4261361526237,1654.9471233808265,1670.021631025919,1693.051496157098,1710.7070905322353,1694.9619547605898,1664.891544931241,1662.011280979135,1663.059254352066,1669.8015449208835,1650.6494429882011,1653.860502320195,1666.6103708248615,1682.1510107453553,1701.5219011037698,1707.6987815481516,1711.0029921395137,1727.358824073919,1722.4949207019738,1712.5057841224236,1683.4531409577296,1686.756101281137,1693.4301044266376,1700.9480964885522,1711.701963034992,1743.5938937607552,1753.688492076172,1755.6413570591403,1762.0781055413618,1768.119231288792,1765.9007010157231,1735.3437480304185,1734.313493680074,1731.7158274496555,1731.7345164034234,1731.8449999416184,1743.347166239777,1764.870372484118,1769.231273014003,1783.8022040199844,1772.472063548077,1768.2109991796892,1740.9660024355412,1731.064472602027,1710.2961844519566,1713.3014226115006,1722.8944304115548,1753.7370581898765,1787.5477243427908,1822.8268309590053,1825.686874795712,1833.6546261302185,1835.3051833837485,1836.847644567328,1908.895722008208,1932.8705530764355,1976.4288735602936,1920.396239027644,1875.3125902435595,1893.2517348765,1925.2945380297392,2045.2225295279488,2087.80978919368,2107.698197414416,2084.694583134983,2076.723443223443,2098.7698174706634
915,Westminster,MD,Carroll County,1181.993208401533,1201.5396948982343,,1189.458702197241,1176.5846558413552,1207.903966393038,1164.2239867865646,1153.472817280248,1141.9928545877458,1139.0277600431475,1149.8022365813722,1133.083938978482,1135.1201130126703,1124.739938555405,1197.533002628068,1208.5986121371732,1273.38547670114,1228.966210504214,1184.3827372310434,1095.7151125993744,1081.0196788675337,1091.0723241440417,1147.776804499036,1162.0267195146396,1176.217917573097,1155.218060453211,1139.2210741641534,1152.7938645202369,,1197.5098610075318,1246.7847881603284,1245.6294707065226,1207.6270849911716,1173.4546460957886,1157.796065075332,1172.4631392880017,1161.942311640935,1137.294682905538,1148.2862064709902,1142.59216927724,1163.825715728669,1145.7870672412369,1159.4445904265676,1172.2398224339402,1187.9467522478026,1208.7396141316283,1214.384804072824,1223.7345457202678,1217.12683041352,1208.354614871392,1195.3763432622063,1175.9899857318385,1172.9412158468613,1185.932285540172,1070.0744525316672,1128.88816761845,1155.746119436614,1311.1961315252977,1303.550890615677,1333.2532418438627,1337.469481791817,1339.862964663668,1344.9640636622398,1324.7792812131163,1313.190055807817,1288.9407304468143,1298.082474079581,1344.807052084771,1381.2640065591395,1416.0695283849611,1401.003045263078,1417.23824881653,1435.8284939185824,1432.1251954724162,1408.8808056353018,1368.1317988081703,1396.36622435837,1465.1401197700004,1507.917463973096,1505.0171436824307,1483.5701474666728,1548.0848102887103,1599.9060445486634,1593.6714939605602,1525.7951919561228,1480.210563540468,1467.2953389030863,1497.1478774558466,1521.4973287726748,1559.7222222222224,1594.9735143042144
929,Petersburg,VA,Dinwiddie County,888.8594054137697,880.9407542358258,,890.0753281419678,895.8630653639872,894.2347906733374,900.5938090028236,905.5824575001516,,883.2416301919442,863.9861350290628,868.3126858013582,886.6156402940918,913.762109828214,887.7199313426617,898.3374217250421,901.8469826841308,936.1791651364688,924.1635929678672,920.315684552734,933.1863790294026,883.7496777619518,881.1446111344609,884.9591889887496,947.3619117118276,967.40174326866,980.8470371382676,979.839987809821,968.5153846192256,972.8969121290312,982.4514014687588,1023.6756487260312,1014.8170170952512,1014.5538458456732,994.5643944236348,1006.9324967563048,1016.2361369672458,1020.6365917094896,1021.4128404682,1023.2449714862884,1023.104829333662,1026.1838496287864,1016.5811290321152,1021.4679631977316,1025.7885683820768,1040.92839358886,1042.656828614919,1060.63270136802,1067.185792121197,1076.0014456759463,1059.176990477116,1049.0251084387992,1036.899374277381,1067.6031296091735,1073.0724662625469,1089.6869876608723,1076.4341906903576,1088.783992543821,1097.5520000881882,1092.902998976344,1094.9568354446371,1077.778085268655,1083.2320129422112,1088.0035693561183,1104.2890564271163,1117.742892905253,1126.4928018105793,1139.8475141648853,1138.4661601635987,1135.5907645538389,1134.5994668637036,1142.7774142436683,1184.769013916013,1212.8927936014034,1263.6461817354143,1290.4321647331903,1306.446766407916,1293.664444499263,1318.468705403469,1323.319689876686,1337.388319313184,1326.492103646981,1321.6995761360577,1322.3858491626834,1317.7516782150817,1342.000660637193,1360.6859506093283,1369.5300143043787,1392.2931298410354,1405.0992063492065,1414.9752621582684
965,Blacksburg,VA,Montgomery County,393.7662440651902,,366.3021409147169,,,,,853.6006369725759,935.0898054323708,,,967.3111870399892,1128.844199438621,1165.5130255718352,1144.7585702327744,1025.3868448845951,1079.4413810827389,1084.538627372928,1019.9893047127944,969.672270679978,,1112.9355382529448,1180.5342694801427,1206.3130577043737,1139.918795133986,1124.9382475647362,1167.655358457395,1193.1151839487004,1197.6408969839283,1195.990146588508,1162.8967369844,1153.3336438700494,1177.0669622638206,1212.7333411632037,1257.6433595096496,,1246.2190307949786,1226.0574853335434,1214.8478317308866,1203.9104730472102,,1213.4218385756965,1259.7464302302988,1268.1984417774256,1255.4900533856642,1261.7593943785182,1296.9508775740078,1293.9038688898686,1271.6408677320292,1265.039228997521,1257.107998966234,1322.2495560008888,1344.8809877014326,1380.651812569443,1358.2999575489428,1374.6904642031204,1418.460430236839,1419.573028616898,1399.6264341435212,1371.9361116508248,1364.2214958523057,1380.8968975012704,1344.3152440109695,1331.0365520879377,1333.2540207847846,,,,2059.6551098714317,,1777.8631732732592,1765.2242000453837,1762.223270057348,1875.411198392916,1912.4672998249853,1999.688559783964,1949.2027489125287,1931.7385703006669,1855.8509403658047,1867.9526988850955,1877.850412387222,2029.9784137778556,2041.0576320240025,2137.3707109086777,2048.520498566655,2086.572597553705,2196.236358314132,2174.9452024423,2220.8066048624705,2075.0,2182.1246899599887
981,Chesterfield,VA,Chesterfield County,836.0707716716682,817.5852425642787,,805.9685200521453,818.988918414356,814.58388088231,820.6197595999967,819.6216931383595,819.3435739106983,825.8231190910791,,1131.2176539938182,1213.0640650616042,,1018.7115367299464,1021.572020169249,1024.7341378275803,1032.7834423673387,1034.7151094137264,1031.5210403594224,1027.7675130165835,1088.6311365284866,1099.565354753563,1115.5157251769826,1002.5729010006856,1017.5476564460891,1044.01771319592,1121.1599540316347,1133.2594641601188,1132.225322699481,1145.1943267606212,1151.8558504792225,1171.2164517019637,1149.4719051718894,1116.6331782339894,1101.49742316349,1113.0886352970597,1152.3730979512775,1152.4562122955651,1156.8729364610747,1145.6526921506854,1159.4395653385673,1170.9040621705203,1176.5791739906597,1174.116730904695,1170.1412172744335,1183.6583594578617,1181.0021836003043,1198.4248925873433,1196.1548274349716,1174.3656669988632,1166.2342811201447,1172.7011685954988,1196.9466234026538,1198.6647793547854,1191.2353409653276,1189.665776099498,1199.5518133183014,1207.3527418169026,1209.799455336866,1197.9386444880593,1180.7693596012307,1195.5223015418017,1221.0523758809888,1241.4776960139309,1233.1362264792365,1248.795623443576,1266.2818679257718,1276.560724814601,1259.6334650512183,1260.6026969938027,1270.0738220227015,1267.2517896466754,,1352.8051336945907,1421.6239562080227,1448.2890120397085,1452.906536457776,1442.3781876186242,1491.7876575717935,1452.388530574158,1453.752509375003,1379.5610959398462,1392.083892813164,1420.3615830847689,1495.94224926802,1537.9568628323095,1379.2136102609743,1473.841979162922,1619.638888888889,1926.9105224712607
